date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-14	19.4500	21.2600		1565200	21.1422	21.1422	True
2026-07-15	21.1000	19.2700	-9.3603	782300	19.8426	20.7492	True
2026-07-16	19.0500	18.5300	-3.8402	1082900	18.0816	19.8765	True
2026-07-17	17.9700	17.9300	-3.2380	831800	18.2081	19.5516	True
2026-07-20	18.2500	17.4200	-2.8444	922200	17.4284	19.1743	True
2026-07-21	17.2200	17.9800	3.2147	1018500	17.9645	18.9734	True
2026-07-22	18.1100	17.7200	-1.4461	1240700	17.9511	18.8491	True
2026-07-23	17.4700	17.6200	-0.5643	850900	17.7067	18.7390	True
2026-07-24	17.9600	17.1000	-2.9512	609430	16.8718	18.5902	True
2026-07-27	17.3300	18.3900	7.5439	511948	18.2846	18.5711	True
