date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-04	14.9700	15.3100		4803600	15.4436	15.4436	True
2026-08-05	15.0000	13.1500	-14.1084	2464700	13.5490	14.8333	True
2026-08-06	13.1000	10.8900	-17.1863	4035300	11.5741	13.6361	True
2026-08-07	11.2500	11.4100	4.7750	3932000	11.1570	12.9874	True
2026-08-10	11.2700	10.4800	-8.1507	3075200	10.5914	12.5844	True
2026-08-11	10.5100	10.6000	1.1450	3754400	10.3797	12.2032	True
2026-08-12	10.7000	11.0400	4.1509	4001200	10.9181	12.0637	True
2026-08-13	10.8700	11.5100	4.2572	4593200	11.2920	11.9741	True
2026-08-14	10.0600	10.9300	-5.0391	6596500	10.3925	11.6646	True
2026-08-17	10.3600	11.0550	1.1436	1253225	11.1078	11.6441	True
