date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-06-03	31.0600	30.4400		2277000	30.0228	30.0228	True
2026-06-04	30.4000	29.6700	-2.5296	2224100	31.1050	30.6856	True
2026-06-05	29.3500	29.1400	-1.7863	1410900	28.7081	30.1253	True
2026-06-08	29.8400	28.9900	-0.5148	989400	29.7212	30.0603	True
2026-06-09	29.2700	27.6800	-4.5188	1865300	28.4893	29.6861	True
2026-06-10	27.4000	27.6200	-0.2168	1348200	27.3807	29.3717	True
2026-06-11	28.9300	33.7200	22.0854	2913100	32.0802	29.9778	True
2026-06-12	33.3900	27.6900	-17.8826	3036600	28.4225	29.6516	True
2026-06-15	27.9300	30.5400	10.2925	1890169	29.3776	29.6188	True
2026-06-16	29.7300	29.6200	-3.0124	595421	29.7216	29.6226	True
