date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-06-24	28.5600	24.5400		1836100	25.8472	25.8472	True
2026-06-25	25.0100	24.3900	-0.6112	1047500	24.5157	25.3383	True
2026-06-26	23.7900	26.2600	7.6671	1601500	25.6224	25.4126	True
2026-06-29	27.0000	24.1100	-8.1874	1444900	25.2153	25.3652	True
2026-06-30	24.0000	24.6200	2.1153	1211100	24.6733	25.2454	True
2026-07-01	25.1400	24.5900	-0.1219	1140000	25.3710	25.2641	True
2026-07-02	24.8900	24.9000	1.2607	1233200	25.5511	25.3045	True
2026-07-06	25.0100	23.5700	-5.3414	848300	23.8234	25.1721	True
2026-07-07	23.1500	22.9200	-2.7577	693000	22.7370	25.0064	True
2026-07-08	22.2000	21.0800	-8.0279	1182193	21.5933	24.6146	True
