timestamp_et	close	running_vwap	volume
2026-06-23T09:30:00-04:00	27.5250	27.6117	22750
2026-06-23T09:31:00-04:00	27.7650	27.6240	4372
2026-06-23T09:32:00-04:00	28.2900	27.7267	8980
2026-06-23T09:33:00-04:00	27.9818	27.7462	2512
2026-06-23T09:34:00-04:00	28.0400	27.7560	1937
2026-06-23T09:35:00-04:00	28.0300	27.7627	1510
2026-06-23T09:36:00-04:00	27.8000	27.7689	2140
2026-06-23T09:37:00-04:00	27.7900	27.7757	3480
2026-06-23T09:38:00-04:00	27.6200	27.7451	14389
2026-06-23T09:39:00-04:00	27.6900	27.7422	3017
2026-06-23T09:40:00-04:00	27.4200	27.6898	15771
2026-06-23T09:41:00-04:00	27.3600	27.6642	7097
2026-06-23T09:42:00-04:00	27.3500	27.6553	3367
2026-06-23T09:43:00-04:00	27.3400	27.6473	2561
2026-06-23T09:44:00-04:00	27.3900	27.6300	6271
2026-06-23T09:45:00-04:00	27.5350	27.6270	6177
2026-06-23T09:46:00-04:00	27.5000	27.6222	3737
2026-06-23T09:47:00-04:00	27.5050	27.6203	2146
2026-06-23T09:48:00-04:00	27.4122	27.6165	2562
2026-06-23T09:49:00-04:00	27.2004	27.6030	5058
2026-06-23T09:50:00-04:00	27.4050	27.5974	2891
2026-06-23T09:51:00-04:00	27.4120	27.5959	1052
2026-06-23T09:52:00-04:00	27.4400	27.5952	709
2026-06-23T09:53:00-04:00	27.4000	27.5909	3937
2026-06-23T09:54:00-04:00	27.3750	27.5883	1492
2026-06-23T09:55:00-04:00	27.4800	27.5860	2169
2026-06-23T09:56:00-04:00	27.4778	27.5855	660
2026-06-23T09:57:00-04:00	27.8450	27.6043	18955
2026-06-23T09:58:00-04:00	27.8687	27.6062	1125
2026-06-23T09:59:00-04:00	27.8650	27.6093	1921
2026-06-23T10:00:00-04:00	28.0250	27.6184	3957
2026-06-23T10:01:00-04:00	28.1400	27.6277	2730
2026-06-23T10:02:00-04:00	28.1400	27.6363	2486
2026-06-23T10:03:00-04:00	28.2200	27.6407	1272
2026-06-23T10:04:00-04:00	28.0500	27.6457	1669
2026-06-23T10:05:00-04:00	27.8400	27.6583	7528
2026-06-23T10:06:00-04:00	27.9000	27.6694	10146
2026-06-23T10:07:00-04:00	28.1300	27.6796	5045
2026-06-23T10:08:00-04:00	28.2200	27.6895	3962
2026-06-23T10:09:00-04:00	28.3650	27.6953	1779
2026-06-23T10:10:00-04:00	28.3150	27.7174	6839
2026-06-23T10:11:00-04:00	28.1100	27.7211	1840
2026-06-23T10:12:00-04:00	28.1710	27.7256	2339
2026-06-23T10:13:00-04:00	28.1300	27.7276	1096
2026-06-23T10:14:00-04:00	28.2000	27.7285	396
2026-06-23T10:15:00-04:00	28.1600	27.7333	2360
2026-06-23T10:16:00-04:00	28.2600	27.7377	2026
2026-06-23T10:17:00-04:00	28.2400	27.7391	676
2026-06-23T10:18:00-04:00	28.2400	27.7445	2411
2026-06-23T10:19:00-04:00	28.1100	27.7456	635
2026-06-23T10:20:00-04:00	28.1050	27.7460	317
2026-06-23T10:21:00-04:00	28.1250	27.7472	667
2026-06-23T10:22:00-04:00	27.8600	27.7503	3377
2026-06-23T10:23:00-04:00	27.9850	27.7505	209
2026-06-23T10:24:00-04:00	27.9700	27.7511	623
2026-06-23T10:25:00-04:00	27.9650	27.7514	405
2026-06-23T10:26:00-04:00	27.9600	27.7518	446
2026-06-23T10:28:00-04:00	27.9200	27.7536	2561
2026-06-23T10:29:00-04:00	27.9200	27.7537	157
2026-06-23T10:30:00-04:00	27.9350	27.7547	1299
2026-06-23T10:31:00-04:00	27.7600	27.7560	4820
2026-06-23T10:32:00-04:00	27.7500	27.7560	2337
2026-06-23T10:33:00-04:00	27.8900	27.7574	4543
2026-06-23T10:34:00-04:00	27.8700	27.7575	329
2026-06-23T10:35:00-04:00	27.9350	27.7583	1213
2026-06-23T10:36:00-04:00	28.0300	27.7603	1903
2026-06-23T10:37:00-04:00	27.9570	27.7608	638
2026-06-23T10:38:00-04:00	28.0450	27.7621	1209
2026-06-23T10:39:00-04:00	27.9850	27.7638	1858
2026-06-23T10:41:00-04:00	27.7800	27.7639	791
2026-06-23T10:42:00-04:00	27.8392	27.7641	1014
2026-06-23T10:43:00-04:00	27.7850	27.7641	994
2026-06-23T10:44:00-04:00	27.7900	27.7642	2265
2026-06-23T10:45:00-04:00	27.7700	27.7642	762
2026-06-23T10:46:00-04:00	27.8250	27.7650	3751
2026-06-23T10:47:00-04:00	27.8700	27.7654	1104
2026-06-23T10:48:00-04:00	27.9100	27.7662	1717
2026-06-23T10:49:00-04:00	27.9550	27.7669	918
2026-06-23T10:50:00-04:00	27.9050	27.7675	1255
2026-06-23T10:51:00-04:00	27.9200	27.7681	970
2026-06-23T10:52:00-04:00	27.9200	27.7683	381
2026-06-23T10:54:00-04:00	27.6800	27.7654	19887
2026-06-23T10:56:00-04:00	27.7921	27.7653	2596
2026-06-23T10:57:00-04:00	27.7200	27.7653	1294
2026-06-23T10:58:00-04:00	27.7588	27.7647	3123
2026-06-23T10:59:00-04:00	27.6300	27.7647	117
2026-06-23T11:00:00-04:00	27.7699	27.7644	2814
2026-06-23T11:01:00-04:00	27.8127	27.7645	1059
2026-06-23T11:02:00-04:00	27.7800	27.7645	218
2026-06-23T11:03:00-04:00	27.7800	27.7646	724
2026-06-23T11:04:00-04:00	27.7650	27.7644	3453
2026-06-23T11:05:00-04:00	27.7200	27.7643	1747
2026-06-23T11:06:00-04:00	27.7590	27.7642	551
2026-06-23T11:07:00-04:00	27.7300	27.7642	585
2026-06-23T11:08:00-04:00	27.7200	27.7641	846
2026-06-23T11:09:00-04:00	27.7100	27.7639	1253
2026-06-23T11:10:00-04:00	27.7050	27.7636	1328
2026-06-23T11:11:00-04:00	27.7100	27.7633	1546
2026-06-23T11:12:00-04:00	27.7300	27.7631	1940
2026-06-23T11:13:00-04:00	27.7250	27.7631	284
2026-06-23T11:14:00-04:00	27.6900	27.7626	2456
2026-06-23T11:15:00-04:00	27.6950	27.7625	560
2026-06-23T11:16:00-04:00	27.5350	27.7597	5028
2026-06-23T11:17:00-04:00	27.5200	27.7488	17014
2026-06-23T11:18:00-04:00	27.5200	27.7385	15705
2026-06-23T11:19:00-04:00	27.6200	27.7369	3700
2026-06-23T11:20:00-04:00	27.6400	27.7366	950
2026-06-23T11:21:00-04:00	27.6150	27.7361	1601
2026-06-23T11:22:00-04:00	27.7398	27.7359	1886
2026-06-23T11:23:00-04:00	27.7360	27.7359	474
2026-06-23T11:24:00-04:00	27.7110	27.7360	742
2026-06-23T11:25:00-04:00	27.7800	27.7361	1271
2026-06-23T11:26:00-04:00	27.7230	27.7361	1670
2026-06-23T11:27:00-04:00	27.8200	27.7370	5289
2026-06-23T11:28:00-04:00	27.8900	27.7374	1245
2026-06-23T11:30:00-04:00	27.8500	27.7379	1506
2026-06-23T11:31:00-04:00	27.9400	27.7380	102
2026-06-23T11:32:00-04:00	27.8450	27.7381	512
2026-06-23T11:33:00-04:00	27.9700	27.7487	15730
2026-06-23T11:34:00-04:00	28.0700	27.7489	300
2026-06-23T11:35:00-04:00	28.1000	27.7502	1426
2026-06-23T11:36:00-04:00	28.0500	27.7504	270
2026-06-23T11:37:00-04:00	27.9850	27.7512	1252
2026-06-23T11:38:00-04:00	27.9350	27.7518	1206
2026-06-23T11:39:00-04:00	27.9490	27.7528	2302
2026-06-23T11:40:00-04:00	27.9300	27.7529	311
2026-06-23T11:41:00-04:00	27.9300	27.7529	116
