date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-29	17.3700	15.0200		4322100	15.6065	15.6065	True
2026-07-30	15.0400	15.2600	1.5979	2104200	15.0967	15.4401	True
2026-07-31	15.4100	14.7300	-3.4731	1373000	14.9601	15.3593	True
2026-08-03	14.6600	14.2800	-3.0550	1919200	14.4261	15.1803	True
2026-08-04	14.9700	15.3100	7.2129	4803600	15.4435	15.2670	True
2026-08-05	15.0000	13.1500	-14.1084	2464700	13.5490	15.0345	True
2026-08-06	13.1000	10.8900	-17.1863	4035300	11.5741	14.3559	True
2026-08-07	11.2500	11.4100	4.7750	3932000	11.1570	13.8470	True
2026-08-10	11.2700	10.4800	-8.1507	3052700	10.5914	13.4906	True
2026-08-11	10.5100	10.4350	-0.4294	1963932	10.2754	13.2680	True
