date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-05-19	25.9200	25.6800		1215100	25.2412	25.2412	True
2026-05-20	25.6500	25.8500	0.6620	1123600	25.8512	25.5239	True
2026-05-21	25.7500	28.4500	10.0580	1585700	27.6450	26.4355	True
2026-05-22	28.5600	29.0300	2.0387	1372800	28.7852	27.0676	True
2026-05-26	31.6200	33.1800	14.2956	3174400	33.7011	29.6401	True
2026-05-27	34.7400	35.1100	5.8168	1973700	35.1914	30.6899	True
2026-05-28	35.0000	31.9900	-8.8864	2689200	32.8109	31.1396	True
2026-05-29	31.5700	32.6400	2.0319	3416600	30.4965	31.0425	True
2026-06-01	32.2500	29.7800	-8.7623	1301700	30.1127	30.9685	True
2026-06-02	29.8900	31.9100	7.1525	1799597	32.3224	31.1084	True
