date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-09-14	7.7900	7.7100		2582200	7.8843	7.8843	True
2026-09-15	7.7000	7.7700	0.7782	2618900	7.7329	7.8080	True
2026-09-16	7.8600	8.2300	5.9202	4238300	8.1675	7.9440	True
2026-09-17	8.4500	8.7600	6.4399	4251700	8.7942	8.1846	True
2026-09-18	8.7600	8.5500	-2.3973	21829400	8.4636	8.2463	True
2026-09-21	8.6900	9.7600	14.1520	4607000	9.6098	8.5072	True
2026-09-22	9.7900	9.9100	1.5369	3610000	9.8058	8.6628	True
2026-09-23	9.7900	9.6100	-3.0272	2919200	9.7134	8.7791	True
2026-09-24	9.4700	9.8100	2.0812	2204000	9.7318	8.8601	True
2026-09-25	9.8500	9.4902	-3.2599	1127268	9.5951	8.8939	True
