date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-04-27	31.1400	32.5800		1963700	32.2909	32.2909	True
2026-04-28	31.8200	31.9300	-1.9951	1368900	31.3034	31.9135	True
2026-04-29	31.5700	29.2400	-8.4247	1741400	29.3689	31.0406	True
2026-04-30	30.5000	33.1600	13.4063	1976900	32.8349	31.5530	True
2026-05-01	33.4100	31.9700	-3.5887	1361700	31.8301	31.5990	True
2026-05-04	31.9500	32.0600	0.2815	1146100	31.9632	31.6397	True
2026-05-05	32.8800	32.7100	2.0274	1770800	32.2892	31.7395	True
2026-05-06	33.6400	36.8700	12.7178	2117700	36.5731	32.4744	True
2026-05-07	36.2600	33.3800	-9.4657	1508500	34.2600	32.6647	True
2026-05-08	34.0600	34.7800	4.1941	1784136	34.7908	32.9110	True
