date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-24	9.2200	9.7600		3257000	9.5547	9.5547	True
2026-08-25	10.0000	9.3200	-4.5082	2948300	9.3470	9.4555	True
2026-08-26	9.2000	9.1300	-2.0386	1967800	9.2471	9.4062	True
2026-08-27	9.2700	9.1900	0.6572	2048900	9.2183	9.3689	True
2026-08-28	9.1800	8.9700	-2.3939	2163800	9.1154	9.3280	True
2026-08-31	8.9500	9.0900	1.3378	1909300	9.0580	9.2920	True
2026-09-01	8.8500	8.8200	-2.9703	2508400	8.7924	9.2182	True
2026-09-02	8.7800	8.6700	-1.7007	2997800	8.6191	9.1248	True
2026-09-03	8.8400	8.5100	-1.8454	2679500	8.5197	9.0532	True
2026-09-04	8.4600	8.8100	3.5253	1342337	8.7319	9.0334	True
