date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-05-11	34.7800	35.8800		4741800	33.9612	33.9612	True
2026-05-12	34.5600	31.9700	-10.8974	2883200	32.3044	33.3409	True
2026-05-13	32.5100	28.2400	-11.6672	4426900	29.6174	31.9909	True
2026-05-14	28.4700	28.9400	2.4788	4168500	27.9269	30.9822	True
2026-05-15	27.0700	24.0200	-17.0007	4617200	24.1601	29.4478	True
2026-05-18	25.2600	25.9300	7.9517	2289500	25.5176	29.0565	True
2026-05-19	25.9200	25.6800	-0.9641	1215100	25.2412	28.8826	True
2026-05-20	25.6500	25.8500	0.6620	1123600	25.8512	28.7679	True
2026-05-21	25.7500	28.4500	10.0580	1585700	27.6450	28.7027	True
2026-05-22	28.5600	29.0200	2.0035	1283976	28.7852	28.7066	True
