date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-05-21	25.7500	28.4500		1585700	27.6450	27.6450	True
2026-05-22	28.5600	29.0300	2.0387	1372800	28.7852	28.1710	True
2026-05-26	31.6200	33.1800	14.2956	3174400	33.7011	31.0503	True
2026-05-27	34.7400	35.1100	5.8168	1973700	35.1914	32.0377	True
2026-05-28	35.0000	31.9900	-8.8864	2689200	32.8109	32.2336	True
2026-05-29	31.5700	32.6400	2.0319	3416600	30.4965	31.9290	True
2026-06-01	32.2500	29.7800	-8.7623	1301700	30.1127	31.7634	True
2026-06-02	29.8900	31.9100	7.1525	1875900	32.3224	31.8286	True
2026-06-03	31.0600	30.4400	-4.6067	2272400	30.0231	31.6875	True
2026-06-04	30.4000	31.6450	3.9586	1240179	31.6008	31.6815	True
