date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-09-10	7.9800	7.4500		3660500	7.8094	7.8094	True
2026-09-11	7.6600	7.8800	5.7718	3163400	7.9091	7.8518	True
2026-09-14	7.7900	7.7100	-2.1574	2582200	7.8843	7.8611	True
2026-09-15	7.7000	7.7700	0.7782	2618900	7.7329	7.8323	True
2026-09-16	7.8600	8.2300	5.9202	4238300	8.1675	7.9038	True
2026-09-17	8.4500	8.7600	6.4399	4251700	8.7942	8.0660	True
2026-09-18	8.7600	8.5500	-2.3973	21829400	8.4636	8.1275	True
2026-09-21	8.6900	9.7600	14.1520	4607000	9.6098	8.3378	True
2026-09-22	9.7900	9.8950	1.3832	2278447	9.8058	8.4724	True
2026-09-23	9.7900	9.6250	-2.7287	2366840	9.7134	8.5803	True
