date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-06-29	27.0000	24.1100		1444900	25.2153	25.2153	True
2026-06-30	24.0000	24.6200	2.1153	1211100	24.6733	24.9630	True
2026-07-01	25.1400	24.5900	-0.1219	1140000	25.3710	25.0935	True
2026-07-02	24.8900	24.9000	1.2607	1233200	25.5511	25.2127	True
2026-07-06	25.0100	23.5700	-5.3414	848300	23.8234	24.9992	True
2026-07-07	23.1500	22.9200	-2.7577	693000	22.7370	24.7469	True
2026-07-08	22.2000	21.0000	-8.3770	1288400	21.5933	24.1941	True
2026-07-09	21.2100	20.5800	-2.0000	1008300	20.7474	23.7954	True
2026-07-10	20.4800	19.8900	-3.3528	764700	20.0153	23.4964	True
2026-07-13	20.1200	19.4500	-2.2122	611769	19.3989	23.2146	True
