date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-05-06	33.6400	36.8700		2117700	36.5731	36.5731	True
2026-05-07	36.2600	33.3800	-9.4657	1508500	34.2600	35.5559	True
2026-05-08	34.0600	34.7900	4.2241	1843000	34.7908	35.2875	True
2026-05-11	34.7800	35.8800	3.1331	4741800	33.9612	34.6522	True
2026-05-12	34.5600	31.9700	-10.8974	2883200	32.3044	34.1292	True
2026-05-13	32.5100	28.2400	-11.6672	4426900	29.6174	32.9883	True
2026-05-14	28.4700	28.9400	2.4788	4168500	27.9269	32.0410	True
2026-05-15	27.0700	24.0200	-17.0007	4617200	24.1601	30.6261	True
2026-05-18	25.2600	25.9300	7.9517	2286400	25.5176	30.2118	True
2026-05-19	25.9200	25.6950	-0.9063	822421	25.1107	30.0633	True
