date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-04-22	42.2900	43.4500		2637100	41.7928	41.7928	True
2026-04-23	43.0600	35.7100	-17.8136	4618400	36.3924	38.1693	True
2026-04-24	35.8000	31.0600	-13.0216	3648700	32.6430	36.2712	True
2026-04-27	31.1400	32.5800	4.8938	1963700	32.2909	35.6536	True
2026-04-28	31.8200	31.9300	-1.9951	1368900	31.3034	35.2728	True
2026-04-29	31.5700	29.2400	-8.4247	1741400	29.3689	34.6419	True
2026-04-30	30.5000	33.1600	13.4063	1976900	32.8349	34.4418	True
2026-05-01	33.4100	31.9700	-3.5887	1361700	31.8301	34.2548	True
2026-05-04	31.9500	32.0600	0.2815	1144000	31.9632	34.1366	True
2026-05-05	32.8800	32.0426	-0.0543	1279467	32.2923	34.0200	True
