date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-09-11	7.6600	7.8800		3163400	7.9091	7.9091	True
2026-09-14	7.7900	7.7100	-2.1574	2582200	7.8843	7.8971	True
2026-09-15	7.7000	7.7700	0.7782	2618900	7.7329	7.8430	True
2026-09-16	7.8600	8.2300	5.9202	4238300	8.1675	7.9354	True
2026-09-17	8.4500	8.7600	6.4399	4251700	8.7942	8.1320	True
2026-09-18	8.7600	8.5500	-2.3973	21829400	8.4636	8.1940	True
2026-09-21	8.6900	9.7600	14.1520	4607000	9.6098	8.4299	True
2026-09-22	9.7900	9.8950	1.3832	2278447	9.8058	8.5757	True
2026-09-23	9.7900	9.6100	-2.8802	2919200	9.7134	8.6885	True
2026-09-24	9.4700	9.7200	1.1446	1283377	9.6920	8.7397	True
