date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-16	19.0500	18.5300		1082900	18.0816	18.0816	True
2026-07-17	17.9700	17.9300	-3.2380	831800	18.2081	18.1354	True
2026-07-20	18.2500	17.4200	-2.8444	922200	17.4284	17.9088	True
2026-07-21	17.2200	17.9800	3.2147	1018500	17.9645	17.9235	True
2026-07-22	18.1100	17.7200	-1.4461	1240700	17.9511	17.9285	True
2026-07-23	17.4700	17.6200	-0.5643	850900	17.7067	17.8982	True
2026-07-24	17.9600	17.0600	-3.1782	707300	16.8711	17.7854	True
2026-07-27	17.3300	18.8700	10.6096	791700	18.3962	17.8526	True
2026-07-28	18.2900	17.8100	-5.6174	2067500	17.7355	17.8254	True
2026-07-29	17.3650	15.0100	-15.7215	4173934	15.6065	17.0744	True
