timestamp_et	close	running_vwap	volume
2026-08-18T09:30:00-04:00	9.8250	10.0283	183368
2026-08-18T09:31:00-04:00	9.6500	9.8581	133963
2026-08-18T09:32:00-04:00	9.8700	9.8536	70370
2026-08-18T09:33:00-04:00	9.8450	9.8550	23884
2026-08-18T09:34:00-04:00	9.9300	9.8578	17855
2026-08-18T09:35:00-04:00	9.8707	9.8592	13964
2026-08-18T09:36:00-04:00	9.8250	9.8588	20155
2026-08-18T09:37:00-04:00	9.8639	9.8592	15449
2026-08-18T09:38:00-04:00	9.9100	9.8601	11348
2026-08-18T09:39:00-04:00	9.8600	9.8608	9448
2026-08-18T09:40:00-04:00	9.9011	9.8617	11922
2026-08-18T09:41:00-04:00	9.8800	9.8628	19430
2026-08-18T09:42:00-04:00	9.8000	9.8610	31460
2026-08-18T09:43:00-04:00	9.7550	9.8578	22532
2026-08-18T09:44:00-04:00	9.5900	9.7914	248355
2026-08-18T09:45:00-04:00	9.6264	9.7834	34760
2026-08-18T09:46:00-04:00	9.6000	9.7760	35301
2026-08-18T09:47:00-04:00	9.6000	9.7726	19113
2026-08-18T09:48:00-04:00	9.5000	9.7643	32346
2026-08-18T09:49:00-04:00	9.4750	9.7452	67777
2026-08-18T09:50:00-04:00	9.5200	9.7415	16367
2026-08-18T09:51:00-04:00	9.4911	9.7381	14315
2026-08-18T09:52:00-04:00	9.5200	9.7231	78247
2026-08-18T09:53:00-04:00	9.5300	9.7211	11103
2026-08-18T09:54:00-04:00	9.5100	9.7186	13376
2026-08-18T09:55:00-04:00	9.5050	9.7168	10673
2026-08-18T09:56:00-04:00	9.5300	9.7112	32267
2026-08-18T09:57:00-04:00	9.5200	9.7090	14141
2026-08-18T09:58:00-04:00	9.4950	9.7042	30017
2026-08-18T09:59:00-04:00	9.5700	9.6976	58818
2026-08-18T10:00:00-04:00	9.6400	9.6949	48343
2026-08-18T10:01:00-04:00	9.5559	9.6935	19115
2026-08-18T10:02:00-04:00	9.6500	9.6926	16930
2026-08-18T10:03:00-04:00	9.7100	9.6925	18040
2026-08-18T10:04:00-04:00	9.7500	9.6930	13931
2026-08-18T10:05:00-04:00	9.7850	9.6937	12146
2026-08-18T10:06:00-04:00	9.7000	9.6942	27619
2026-08-18T10:07:00-04:00	9.7600	9.6947	13937
2026-08-18T10:08:00-04:00	9.7650	9.6950	7114
2026-08-18T10:09:00-04:00	9.7400	9.6952	7848
2026-08-18T10:10:00-04:00	9.7650	9.6956	10637
2026-08-18T10:11:00-04:00	9.7500	9.6962	15515
2026-08-18T10:12:00-04:00	9.7700	9.6970	16931
2026-08-18T10:13:00-04:00	9.7600	9.6975	12049
2026-08-18T10:14:00-04:00	9.8000	9.6982	13139
2026-08-18T10:15:00-04:00	9.8361	9.6992	12499
2026-08-18T10:16:00-04:00	9.8050	9.7007	19046
2026-08-18T10:17:00-04:00	9.8100	9.7010	4175
2026-08-18T10:18:00-04:00	9.8326	9.7014	5915
2026-08-18T10:19:00-04:00	9.8200	9.7018	5091
2026-08-18T10:20:00-04:00	9.8350	9.7022	4298
2026-08-18T10:21:00-04:00	9.8000	9.7030	12087
2026-08-18T10:22:00-04:00	9.7900	9.7033	5637
2026-08-18T10:23:00-04:00	9.8200	9.7043	15884
2026-08-18T10:24:00-04:00	9.8201	9.7047	4450
2026-08-18T10:25:00-04:00	9.8500	9.7051	5507
2026-08-18T10:26:00-04:00	9.8600	9.7059	8956
2026-08-18T10:27:00-04:00	9.8700	9.7074	15986
2026-08-18T10:28:00-04:00	9.9050	9.7081	5833
2026-08-18T10:29:00-04:00	9.8778	9.7093	11535
2026-08-18T10:30:00-04:00	9.9300	9.7111	14715
2026-08-18T10:31:00-04:00	9.9300	9.7123	9051
2026-08-18T10:32:00-04:00	9.9100	9.7139	13846
2026-08-18T10:33:00-04:00	9.9100	9.7149	8830
2026-08-18T10:34:00-04:00	9.9300	9.7154	4931
2026-08-18T10:35:00-04:00	9.9550	9.7160	3929
2026-08-18T10:36:00-04:00	9.8881	9.7175	14680
2026-08-18T10:37:00-04:00	9.8700	9.7188	15047
2026-08-18T10:38:00-04:00	9.8800	9.7194	6812
2026-08-18T10:39:00-04:00	9.8700	9.7200	7553
2026-08-18T10:40:00-04:00	9.8600	9.7201	893
2026-08-18T10:41:00-04:00	9.8550	9.7210	12452
2026-08-18T10:42:00-04:00	9.8250	9.7224	21931
2026-08-18T10:43:00-04:00	9.8150	9.7225	1886
2026-08-18T10:44:00-04:00	9.8000	9.7229	10442
2026-08-18T10:45:00-04:00	9.8350	9.7237	14991
2026-08-18T10:46:00-04:00	9.8300	9.7246	15782
2026-08-18T10:47:00-04:00	9.8300	9.7250	7445
2026-08-18T10:48:00-04:00	9.7800	9.7255	12433
2026-08-18T10:49:00-04:00	9.7900	9.7260	15706
2026-08-18T10:50:00-04:00	9.7950	9.7262	4241
2026-08-18T10:51:00-04:00	9.8000	9.7264	6742
2026-08-18T10:52:00-04:00	9.7950	9.7266	5038
2026-08-18T10:53:00-04:00	9.7800	9.7269	8458
2026-08-18T10:54:00-04:00	9.7850	9.7270	4865
2026-08-18T10:55:00-04:00	9.7850	9.7271	4384
2026-08-18T10:56:00-04:00	9.8100	9.7274	6147
2026-08-18T10:57:00-04:00	9.8500	9.7276	3156
2026-08-18T10:58:00-04:00	9.8550	9.7284	12353
2026-08-18T10:59:00-04:00	9.8500	9.7291	12311
2026-08-18T11:00:00-04:00	9.8450	9.7294	5091
2026-08-18T11:01:00-04:00	9.8700	9.7300	10025
2026-08-18T11:02:00-04:00	9.8750	9.7301	1386
2026-08-18T11:03:00-04:00	9.9000	9.7307	6927
2026-08-18T11:04:00-04:00	9.9150	9.7313	6469
2026-08-18T11:05:00-04:00	9.9500	9.7322	8458
2026-08-18T11:06:00-04:00	9.9800	9.7334	10330
2026-08-18T11:07:00-04:00	9.9961	9.7341	5082
2026-08-18T11:08:00-04:00	10.0500	9.7393	36849
2026-08-18T11:09:00-04:00	10.1000	9.7405	6827
2026-08-18T11:10:00-04:00	10.1100	9.7420	8624
2026-08-18T11:11:00-04:00	10.1401	9.7434	7227
2026-08-18T11:12:00-04:00	10.1800	9.7464	15218
2026-08-18T11:13:00-04:00	10.3250	9.7523	23594
2026-08-18T11:14:00-04:00	10.2800	9.7889	156021
2026-08-18T11:15:00-04:00	10.2300	9.7944	27759
2026-08-18T11:16:00-04:00	10.2561	9.7959	7475
2026-08-18T11:17:00-04:00	10.1400	9.7964	3333
2026-08-18T11:18:00-04:00	10.1300	9.7972	5579
2026-08-18T11:19:00-04:00	10.1250	9.7984	8758
