date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-27	17.3300	18.8700		791700	18.3962	18.3962	True
2026-07-28	18.2900	17.8100	-5.6174	2067500	17.7355	17.9119	True
2026-07-29	17.3700	15.0200	-15.6654	4322100	15.6065	16.4878	True
2026-07-30	15.0400	15.2600	1.5979	2104200	15.0967	16.1674	True
2026-07-31	15.4100	14.7300	-3.4731	1373000	14.9601	16.0165	True
2026-08-03	14.6600	14.2800	-3.0550	1919200	14.4261	15.7782	True
2026-08-04	14.9700	15.3100	7.2129	4803600	15.4435	15.6854	True
2026-08-05	15.0000	13.1500	-14.1084	2464700	13.5490	15.4367	True
2026-08-06	13.1000	10.8900	-17.1863	4035300	11.5741	14.7667	True
2026-08-07	11.2500	11.4000	4.6832	3740926	11.1570	14.2493	True
