date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-09-03	8.8400	8.5100		2679500	8.5197	8.5197	True
2026-09-04	8.4600	8.9600	5.2879	2655300	8.7903	8.6560	True
2026-09-08	8.9400	8.9300	-0.3348	2830700	8.9858	8.7712	True
2026-09-09	8.8000	8.0700	-9.6305	2978800	8.4114	8.6746	True
2026-09-10	7.9800	7.4500	-7.6828	3660500	7.8094	8.4619	True
2026-09-11	7.6600	7.8800	5.7718	3163400	7.9128	8.3772	True
2026-09-14	7.7900	7.7100	-2.1574	2582200	7.8843	8.3149	True
2026-09-15	7.7000	7.7700	0.7782	2618900	7.7329	8.2487	True
2026-09-16	7.8600	8.2300	5.9202	4238300	8.1675	8.2389	True
2026-09-17	8.4500	8.8200	7.1689	1871138	8.7218	8.2743	True
