date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-20	9.9900	9.2000		5467800	9.1465	9.1465	True
2026-08-21	9.2600	9.3200	1.3043	2434000	9.4969	9.1947	True
2026-08-24	9.2200	9.7600	4.7210	3257000	9.5547	9.2494	True
2026-08-25	10.0000	9.3200	-4.5082	2948300	9.3470	9.2613	True
2026-08-26	9.2000	9.1300	-2.0386	1967800	9.2471	9.2602	True
2026-08-27	9.2700	9.1900	0.6572	2048900	9.2183	9.2572	True
2026-08-28	9.1800	8.9700	-2.3939	2163800	9.1154	9.2481	True
2026-08-31	8.9500	9.0900	1.3378	1909300	9.0580	9.2370	True
2026-09-01	8.8500	8.8200	-2.9703	2508400	8.7924	9.2059	True
2026-09-02	8.7800	8.7600	-0.6803	2243214	8.5952	9.1660	True
