date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-09-08	8.9400	8.9300		2830700	8.9858	8.9858	True
2026-09-09	8.8000	8.0700	-9.6305	2978800	8.4114	8.6914	True
2026-09-10	7.9800	7.4500	-7.6828	3660500	7.8094	8.3533	True
2026-09-11	7.6600	7.8800	5.7718	3163400	7.9091	8.2549	True
2026-09-14	7.7900	7.7100	-2.1574	2582200	7.8843	8.1912	True
2026-09-15	7.7000	7.7700	0.7782	2618900	7.7329	8.1230	True
2026-09-16	7.8600	8.2300	5.9202	4238300	8.1675	8.1298	True
2026-09-17	8.4500	8.7600	6.4399	4251700	8.7942	8.2209	True
2026-09-18	8.7600	8.5500	-2.3973	21829400	8.4636	8.2502	True
2026-09-21	8.6900	9.9300	16.1404	2524131	9.5665	8.3720	True
