date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-03	14.6600	14.2800		1919200	14.4261	14.4261	True
2026-08-04	14.9700	15.3100	7.2129	4803600	15.4436	15.1578	True
2026-08-05	15.0000	13.1500	-14.1084	2464700	13.5490	14.7480	True
2026-08-06	13.1000	10.8900	-17.1863	4035300	11.5741	13.7494	True
2026-08-07	11.2500	11.4100	4.7750	3932000	11.1570	13.1458	True
2026-08-10	11.2700	10.4800	-8.1507	3075200	10.5914	12.7562	True
2026-08-11	10.5100	10.6000	1.1450	3754400	10.3797	12.3775	True
2026-08-12	10.7000	11.0400	4.1509	4001200	10.9181	12.2303	True
2026-08-13	10.8700	11.5100	4.2572	4178800	11.2920	12.1282	True
2026-08-14	10.0550	10.1650	-11.6855	2669255	10.1261	11.9548	True
