date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-09	21.2100	20.5800		1008300	20.7474	20.7474	True
2026-07-10	20.4800	19.8900	-3.3528	764700	20.0153	20.4356	True
2026-07-13	20.1200	19.1300	-3.8210	1116800	19.2859	19.9759	True
2026-07-14	19.4500	21.2600	11.1343	1565200	21.1422	20.3971	True
2026-07-15	21.1000	19.2700	-9.3603	782300	19.8426	20.3221	True
2026-07-16	19.0500	18.5300	-3.8402	1082900	18.0816	19.9216	True
2026-07-17	17.9700	17.9300	-3.2380	831800	18.2081	19.7216	True
2026-07-20	18.2500	17.4200	-2.8444	922200	17.4284	19.4587	True
2026-07-21	17.2200	17.9800	3.2147	1017500	17.9645	19.2885	True
2026-07-22	18.1100	17.9800	0.0000	175851	18.2218	19.2660	True
