date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-17	10.3600	10.6600		4389800	11.1291	11.1291	True
2026-08-18	10.2400	10.4200	-2.2514	5034900	10.1766	10.6645	True
2026-08-19	10.3200	10.1800	-2.3033	3781000	10.0675	10.4837	True
2026-08-20	9.9900	9.2000	-9.6267	5467800	9.1465	10.0404	True
2026-08-21	9.2600	9.3200	1.3043	2434000	9.4848	9.9856	True
2026-08-24	9.2200	9.7600	4.7210	3257000	9.5546	9.9604	True
2026-08-25	10.0000	9.3200	-4.5082	2948300	9.2799	9.8289	True
2026-08-26	9.2000	9.1300	-2.0386	1967800	9.2810	9.7946	True
2026-08-27	9.2700	9.1900	0.6572	2048900	9.2186	9.7610	True
2026-08-28	9.1800	8.9600	-2.5027	3736463	9.0898	9.7281	True
