date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-06-18	31.5000	30.8000		4190000	28.7899	28.7899	True
2026-06-22	30.4900	28.9600	-5.9740	1443400	28.4820	28.6522	True
2026-06-23	27.5300	28.5600	-1.3812	979000	28.0248	28.5072	True
2026-06-24	28.5600	24.5400	-14.0756	1836100	25.8472	27.7143	True
2026-06-25	25.0100	24.3900	-0.6112	1047500	24.5157	27.2163	True
2026-06-26	23.7900	26.2600	7.6671	1601500	25.6224	27.0152	True
2026-06-29	27.0000	24.1100	-8.1874	1444900	25.2153	26.7768	True
2026-06-30	24.0000	24.6200	2.1153	1211100	24.6733	26.5593	True
2026-07-01	25.1400	24.5900	-0.1219	1140000	25.3710	26.4470	True
2026-07-02	24.8900	24.9000	1.2607	1233200	25.5511	26.3626	True
