date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-28	9.1800	8.9700		2163800	9.1154	9.1154	True
2026-08-31	8.9500	9.0900	1.3378	1909300	9.0580	9.0874	True
2026-09-01	8.8500	8.8200	-2.9703	2508400	8.7924	8.9730	True
2026-09-02	8.7800	8.6700	-1.7007	2997800	8.6191	8.8574	True
2026-09-03	8.8400	8.5100	-1.8454	2679500	8.5197	8.7832	True
2026-09-04	8.4600	8.9600	5.2879	2655300	8.7903	8.7845	True
2026-09-08	8.9400	8.9300	-0.3348	2830700	8.9858	8.8173	True
2026-09-09	8.8000	8.0700	-9.6305	2978800	8.4114	8.7580	True
2026-09-10	7.9800	7.4500	-7.6828	3660500	7.8094	8.6151	True
2026-09-11	7.9650	7.9350	6.5101	2176874	7.9142	8.5527	True
