timestamp_et	close	running_vwap	volume
2026-08-07T09:30:00-04:00	10.8100	10.9200	103200
2026-08-07T09:31:00-04:00	10.7900	10.8857	36969
2026-08-07T09:32:00-04:00	10.8500	10.8836	15128
2026-08-07T09:33:00-04:00	10.8400	10.8750	24095
2026-08-07T09:34:00-04:00	10.9700	10.8780	11052
2026-08-07T09:35:00-04:00	10.8520	10.8824	15798
2026-08-07T09:36:00-04:00	10.8020	10.8786	12782
2026-08-07T09:37:00-04:00	10.7900	10.8765	6032
2026-08-07T09:38:00-04:00	10.9750	10.8860	49918
2026-08-07T09:39:00-04:00	11.0150	10.8908	10991
2026-08-07T09:40:00-04:00	10.9900	10.8968	14856
2026-08-07T09:41:00-04:00	11.0050	10.8999	9226
2026-08-07T09:42:00-04:00	10.9400	10.9021	20989
2026-08-07T09:43:00-04:00	10.9500	10.9045	20947
2026-08-07T09:44:00-04:00	10.9570	10.9053	5593
2026-08-07T09:45:00-04:00	10.8100	10.9004	30311
2026-08-07T09:46:00-04:00	10.7150	10.8877	31558
2026-08-07T09:47:00-04:00	10.7700	10.8821	18048
2026-08-07T09:48:00-04:00	10.6974	10.8765	16538
2026-08-07T09:49:00-04:00	10.6900	10.8650	27013
2026-08-07T09:50:00-04:00	10.7700	10.8604	19775
2026-08-07T09:51:00-04:00	10.7650	10.8590	7618
2026-08-07T09:52:00-04:00	10.7500	10.8555	19531
2026-08-07T09:53:00-04:00	10.7600	10.8516	19573
2026-08-07T09:54:00-04:00	10.7400	10.8472	20166
2026-08-07T09:55:00-04:00	10.7050	10.8448	10887
2026-08-07T09:56:00-04:00	10.6500	10.8399	17370
2026-08-07T09:57:00-04:00	10.7700	10.8351	33747
2026-08-07T09:58:00-04:00	10.6900	10.8335	8530
2026-08-07T09:59:00-04:00	10.6800	10.8323	5053
2026-08-07T10:00:00-04:00	10.6450	10.8295	10132
2026-08-07T10:01:00-04:00	10.5500	10.8229	17352
2026-08-07T10:02:00-04:00	10.6000	10.8182	12837
2026-08-07T10:03:00-04:00	10.6199	10.8150	10671
2026-08-07T10:04:00-04:00	10.5300	10.8090	15344
2026-08-07T10:05:00-04:00	10.5850	10.8021	20941
2026-08-07T10:06:00-04:00	10.5850	10.7994	9521
2026-08-07T10:07:00-04:00	10.6201	10.7969	9993
2026-08-07T10:08:00-04:00	10.6350	10.7939	14851
2026-08-07T10:09:00-04:00	10.5708	10.7924	5481
2026-08-07T10:10:00-04:00	10.5950	10.7906	6512
2026-08-07T10:11:00-04:00	10.5942	10.7886	8443
2026-08-07T10:12:00-04:00	10.5800	10.7842	15326
2026-08-07T10:13:00-04:00	10.5749	10.7840	977
2026-08-07T10:14:00-04:00	10.5450	10.7823	5545
2026-08-07T10:15:00-04:00	10.6000	10.7808	6106
2026-08-07T10:16:00-04:00	10.6000	10.7805	1112
2026-08-07T10:17:00-04:00	10.6200	10.7782	10473
2026-08-07T10:18:00-04:00	10.6391	10.7725	29435
2026-08-07T10:19:00-04:00	10.6900	10.7713	10036
2026-08-07T10:20:00-04:00	10.6500	10.7707	4652
2026-08-07T10:21:00-04:00	10.6200	10.7706	823
2026-08-07T10:22:00-04:00	10.5500	10.7694	4966
2026-08-07T10:23:00-04:00	10.6150	10.7668	13375
2026-08-07T10:24:00-04:00	10.6000	10.7660	4506
2026-08-07T10:25:00-04:00	10.6400	10.7631	19023
2026-08-07T10:26:00-04:00	10.6450	10.7621	7435
2026-08-07T10:27:00-04:00	10.6712	10.7595	25061
2026-08-07T10:28:00-04:00	10.6778	10.7585	10953
2026-08-07T10:29:00-04:00	10.6800	10.7575	11510
2026-08-07T10:30:00-04:00	10.6600	10.7561	12267
2026-08-07T10:31:00-04:00	10.6250	10.7554	6188
2026-08-07T10:32:00-04:00	10.5650	10.7534	11099
2026-08-07T10:33:00-04:00	10.5900	10.7516	10554
2026-08-07T10:34:00-04:00	10.6300	10.7503	10004
2026-08-07T10:35:00-04:00	10.5950	10.7492	8089
2026-08-07T10:36:00-04:00	10.6141	10.7479	8843
2026-08-07T10:37:00-04:00	10.6100	10.7456	17032
2026-08-07T10:38:00-04:00	10.6400	10.7450	5812
2026-08-07T10:39:00-04:00	10.7700	10.7441	55284
2026-08-07T10:40:00-04:00	10.7750	10.7457	48084
2026-08-07T10:41:00-04:00	10.7750	10.7461	20750
2026-08-07T10:42:00-04:00	10.7500	10.7462	11603
2026-08-07T10:43:00-04:00	10.7000	10.7461	3204
2026-08-07T10:44:00-04:00	10.7700	10.7461	6146
2026-08-07T10:45:00-04:00	10.8000	10.7467	23268
2026-08-07T10:46:00-04:00	10.8550	10.7475	10371
