date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-05	15.0000	13.1500		2464700	13.5490	13.5490	True
2026-08-06	13.1000	10.8900	-17.1863	4035300	11.5741	12.2788	True
2026-08-07	11.2500	11.4100	4.7750	3932000	11.1805	11.6998	True
2026-08-10	11.2700	10.4800	-8.1507	3075200	10.4664	11.3515	True
2026-08-11	10.5100	10.6000	1.1450	3754400	10.3797	11.1880	True
2026-08-12	10.7000	11.0400	4.1509	4001200	10.9986	11.1234	True
2026-08-13	10.8700	11.5100	4.2572	4593200	11.1688	11.1320	True
2026-08-14	10.0600	10.9300	-5.0391	6604400	10.3926	11.0299	True
2026-08-17	10.3600	10.6600	-2.4703	4381600	11.1291	11.0481	True
2026-08-18	10.2400	10.3500	-2.9081	8198251	10.0991	10.9287	True
