date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-05-08	34.0600	34.7900		1843000	34.7908	34.7908	True
2026-05-11	34.7800	35.8800	3.1331	4741800	33.9612	34.1903	True
2026-05-12	34.5600	31.9700	-10.8974	2883200	32.3044	33.6203	True
2026-05-13	32.5100	28.2400	-11.6672	4426900	29.6174	32.3607	True
2026-05-14	28.4700	28.9400	2.4788	4168500	27.9269	31.3732	True
2026-05-15	27.0700	24.0200	-17.0007	4617200	24.1601	29.8830	True
2026-05-18	25.2600	25.9300	7.9517	2289500	25.5176	29.4805	True
2026-05-19	25.9200	25.6800	-0.9641	1215100	25.2412	29.3009	True
2026-05-20	25.6500	25.8500	0.6620	1121800	25.8512	29.1793	True
2026-05-21	25.7500	27.5100	6.4217	822114	27.2710	29.1211	True
