date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-04-21	39.2800	41.3500		3557500	41.9761	41.9761	True
2026-04-22	42.2900	43.4500	5.0786	2637100	41.7928	41.9046	True
2026-04-23	43.0600	35.7100	-17.8136	4618400	36.3924	39.4638	True
2026-04-24	35.8000	31.0600	-13.0216	3648700	32.6430	37.7133	True
2026-04-27	31.1400	32.5800	4.8938	1963700	32.2909	37.0590	True
2026-04-28	31.8200	31.9300	-1.9951	1368900	31.3034	36.6593	True
2026-04-29	31.5700	29.2400	-8.4247	1741400	29.3689	36.0275	True
2026-04-30	30.5000	33.1600	13.4063	1976900	32.8349	35.7347	True
2026-05-01	33.4100	31.9700	-3.5887	1359400	31.8301	35.5002	True
2026-05-04	31.9500	31.6450	-1.0166	504861	31.7499	35.4139	True
