date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-26	9.2000	9.1300		1967800	9.2471	9.2471	True
2026-08-27	9.2700	9.1900	0.6572	2048900	9.2183	9.2324	True
2026-08-28	9.1800	8.9700	-2.3939	2163800	9.1154	9.1936	True
2026-08-31	8.9500	9.0900	1.3378	1909300	9.0580	9.1610	True
2026-09-01	8.8500	8.8200	-2.9703	2508400	8.7924	9.0733	True
2026-09-02	8.7800	8.6700	-1.7007	2997800	8.6191	8.9693	True
2026-09-03	8.8400	8.5100	-1.8454	2679500	8.5197	8.8951	True
2026-09-04	8.4600	8.9600	5.2879	2655300	8.7903	8.8801	True
2026-09-08	8.9400	8.9300	-0.3348	2830700	8.9858	8.8941	True
2026-09-09	8.8000	8.0605	-9.7368	2761964	8.4114	8.8350	True
