date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-06	25.0100	23.5700		848300	23.8234	23.8234	True
2026-07-07	23.1500	22.9200	-2.7577	693000	22.7370	23.3349	True
2026-07-08	22.2000	21.0000	-8.3770	1288400	21.5933	22.5312	True
2026-07-09	21.2100	20.5800	-2.0000	1008300	20.7474	22.0742	True
2026-07-10	20.4800	19.8900	-3.3528	764700	20.0153	21.7453	True
2026-07-13	20.1200	19.1300	-3.8210	1116800	19.2859	21.2537	True
2026-07-14	19.4500	21.2600	11.1343	1565200	21.1422	21.2291	True
2026-07-15	21.1000	19.2700	-9.3603	782300	19.8426	21.1082	True
2026-07-16	19.0500	18.5300	-3.8402	1082900	18.0816	20.7361	True
2026-07-17	17.9700	18.4400	-0.4857	222856	18.2690	20.6709	True
