date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-10	20.4800	19.8900		764700	20.0153	20.0153	True
2026-07-13	20.1200	19.1300	-3.8210	1116800	19.2859	19.5704	True
2026-07-14	19.4500	21.2600	11.1343	1565200	21.1422	20.2983	True
2026-07-15	21.1000	19.2700	-9.3603	782300	19.8426	20.2221	True
2026-07-16	19.0500	18.5300	-3.8402	1082900	18.0816	19.7686	True
2026-07-17	17.9700	17.9300	-3.2380	831800	18.2081	19.5573	True
2026-07-20	18.2500	17.4200	-2.8444	922200	17.4284	19.2792	True
2026-07-21	17.2200	17.9800	3.2147	1018500	17.9645	19.1113	True
2026-07-22	18.1100	17.7200	-1.4461	1201600	17.9511	18.9998	True
2026-07-23	17.4700	17.6400	-0.4515	434562	17.7481	18.9356	True
