date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-04-23	43.0600	35.7100		4618400	36.3924	36.3924	True
2026-04-24	35.8000	31.0600	-13.0216	3648700	32.6430	34.7498	True
2026-04-27	31.1400	32.5800	4.8938	1963700	32.2909	34.2831	True
2026-04-28	31.8200	31.9300	-1.9951	1368900	31.3034	33.9701	True
2026-04-29	31.5700	29.2400	-8.4247	1741400	29.0933	33.0884	True
2026-04-30	30.5000	33.1600	13.4063	1976900	33.0546	33.0784	True
2026-05-01	33.4100	31.9700	-3.5887	1361700	31.8301	32.9998	True
2026-05-04	31.9500	32.0600	0.2815	1146100	31.9632	32.9525	True
2026-05-05	32.8800	32.7100	2.0274	1768400	31.6212	32.7101	True
2026-05-06	33.6400	37.6700	15.1636	3020221	36.7700	33.1299	True
