timestamp_et	close	running_vwap	volume
2026-08-06T09:30:00-04:00	12.2100	12.5067	82068
2026-08-06T09:31:00-04:00	12.3800	12.4320	38608
2026-08-06T09:32:00-04:00	12.1250	12.3829	36733
2026-08-06T09:33:00-04:00	12.2000	12.3482	30114
2026-08-06T09:34:00-04:00	12.2750	12.3448	9946
2026-08-06T09:35:00-04:00	12.2000	12.3114	49792
2026-08-06T09:36:00-04:00	12.1000	12.2948	24060
2026-08-06T09:37:00-04:00	11.9950	12.2395	65132
2026-08-06T09:38:00-04:00	12.0550	12.2335	10579
2026-08-06T09:39:00-04:00	12.0836	12.2230	20332
2026-08-06T09:40:00-04:00	12.1600	12.2217	5597
2026-08-06T09:41:00-04:00	12.1818	12.2210	4636
2026-08-06T09:42:00-04:00	12.1200	12.2202	3643
2026-08-06T09:43:00-04:00	12.1100	12.2192	3738
2026-08-06T09:44:00-04:00	12.0600	12.2148	13130
2026-08-06T09:45:00-04:00	12.1200	12.2086	21052
2026-08-06T09:46:00-04:00	11.9300	12.2037	9353
2026-08-06T09:47:00-04:00	11.9300	12.2005	5664
2026-08-06T09:48:00-04:00	11.8400	12.1673	44084
2026-08-06T09:49:00-04:00	11.8623	12.1648	3723
2026-08-06T09:50:00-04:00	11.7500	12.1489	19347
2026-08-06T09:51:00-04:00	11.7000	12.1423	8237
2026-08-06T09:52:00-04:00	11.7800	12.1231	26963
2026-08-06T09:53:00-04:00	11.7000	12.1177	7414
2026-08-06T09:54:00-04:00	11.7750	12.1118	9226
2026-08-06T09:55:00-04:00	11.8250	12.1040	15101
2026-08-06T09:56:00-04:00	11.8400	12.1010	6349
2026-08-06T09:57:00-04:00	11.9509	12.0936	25231
2026-08-06T09:58:00-04:00	11.9000	12.0895	16865
2026-08-06T09:59:00-04:00	12.0000	12.0837	30598
2026-08-06T10:00:00-04:00	11.9700	12.0808	15815
2026-08-06T10:01:00-04:00	11.9020	12.0790	8044
2026-08-06T10:02:00-04:00	11.8200	12.0765	7136
2026-08-06T10:03:00-04:00	11.8700	12.0694	23563
2026-08-06T10:04:00-04:00	11.8900	12.0672	8967
2026-08-06T10:05:00-04:00	11.9000	12.0665	3054
2026-08-06T10:06:00-04:00	11.8900	12.0609	22522
2026-08-06T10:07:00-04:00	11.9850	12.0568	26182
2026-08-06T10:08:00-04:00	11.9400	12.0493	57374
2026-08-06T10:09:00-04:00	11.9750	12.0454	41472
2026-08-06T10:10:00-04:00	11.9800	12.0436	23401
2026-08-06T10:11:00-04:00	11.9350	12.0389	41786
2026-08-06T10:12:00-04:00	11.8850	12.0378	7853
2026-08-06T10:13:00-04:00	12.0600	12.0370	43097
2026-08-06T10:14:00-04:00	11.9600	12.0369	4559
2026-08-06T10:15:00-04:00	11.9650	12.0342	36557
