date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-08-19	10.3200	10.1800		3781000	10.0675	10.0675	True
2026-08-20	9.9900	9.2000	-9.6267	5467800	9.1465	9.4958	True
2026-08-21	9.2600	9.3200	1.3043	2434000	9.4969	9.4959	True
2026-08-24	9.2200	9.7600	4.7210	3257000	9.5547	9.5021	True
2026-08-25	10.0000	9.3200	-4.5082	2948300	9.3470	9.4885	True
2026-08-26	9.2000	9.1300	-2.0386	1967800	9.2471	9.4755	True
2026-08-27	9.2700	9.1900	0.6572	2048900	9.2183	9.4619	True
2026-08-28	9.1800	8.9600	-2.5027	1819650	9.1154	9.4448	True
2026-08-31	8.9500	9.0900	1.4509	1909300	9.0580	9.4275	True
2026-09-01	8.8500	8.8350	-2.8053	1630229	8.7585	9.4005	True
