date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-05-22	28.5600	29.0300		1372800	28.7852	28.7852	True
2026-05-26	31.6200	33.1800	14.2956	3174400	33.7011	32.2357	True
2026-05-27	34.7400	35.1100	5.8168	1973700	35.1914	33.1130	True
2026-05-28	35.0000	31.9900	-8.8864	2689200	32.8109	33.0233	True
2026-05-29	31.5700	32.6400	2.0319	3416600	30.4965	32.5192	True
2026-06-01	32.2500	29.7800	-8.7623	1301700	30.1127	32.2726	True
2026-06-02	29.8900	31.9100	7.1525	1875900	32.3224	32.2791	True
2026-06-03	31.0600	30.4400	-4.6067	2277000	30.0228	32.0853	True
2026-06-04	30.4000	29.6700	-2.5296	2224100	31.1050	31.9682	True
2026-06-05	29.3500	28.2600	-4.7523	917955	28.7496	31.8060	True
